BRA;2015;CUR6000;C090212;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;C100040;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;C060053;700;10000000;40;6200;BRL;20141208;
BRA;2015;CUR6000;C080171;700;10000000;8;1240;BRL;20141208;
BRA;2015;CUR6000;C080042;700;10000000;80;12400;BRL;20141208;
BRA;2015;CUR6000;C080043;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;C060361;700;10000000;16;2480;BRL;20141208;
BRA;2015;CUR6000;N000021;000;10000000;40;0;BRL;20141208;
BRA;2015;CUR6000;N000020;000;10000000;112;0;BRL;20141208;
BRA;2015;CUR6000;N000022;000;10000000;160;0;BRL;20141208;
BRA;2015;CUR6000;ZB15BRA001;102;10000001;0;20000;BRL;20141208;
BRA;2015;CUR6000;C130280;102;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C130760;102;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C120810;102;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C130691;441;10000001;0;10000;BRL;20141208;
BRA;2015;CUR6000;C100555;441;10000001;0;10000;BRL;20141208;
BRA;2015;CUR6000;C100556;441;10000001;0;10000;BRL;20141208;
BRA;2015;CUR6000;C100480;541;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C060060;700;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C060053;700;10000001;0;5000;BRL;20141208;
BRA;2015;CUR6000;C080042;700;10000001;0;10000;BRL;20141208;
