FRA;2016;TCC6501;C130030;102;10000000;80.000;6.667;80.000;80.000;80.000;80.000;80.000;80.000;80.000;80.000;80.000;80.000;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;6200.00;EUR;20160522;;;
FRA;2016;TCC6501;C130700;102;10000000;58.333;4.861;58.333;58.333;58.333;58.333;58.333;58.333;58.333;58.333;58.333;58.333;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;4520.83;EUR;20160522;;;
FRA;2016;TCC6501;C120520;201;10000000;60.000;5.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;EUR;20160522;;;
FRA;2016;TCC6501;C130691;102;10000000;8.333;0.694;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;645.83;645.83;645.83;645.83;645.83;645.83;645.83;645.83;645.83;645.83;645.83;645.83;EUR;20160522;;;
FRA;2016;TCC6501;C130030;201;10000000;45.000;3.750;45.000;45.000;45.000;45.000;45.000;45.000;45.000;45.000;45.000;45.000;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;3487.50;EUR;20160522;;;
FRA;2016;TCC6501;C130700;201;10000000;12.000;1.000;12.000;12.000;12.000;12.000;12.000;12.000;12.000;12.000;12.000;12.000;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;930.00;EUR;20160522;;;
FRA;2016;TCC6501;C130691;201;10000000;7.500;0.625;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;EUR;20160522;;;
FRA;2016;TCC6501;ZB14GMW000;201;10000000;7.500;0.625;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;7.500;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;581.25;EUR;20160522;;;
FRA;2016;TCC6501;C120250;401;10000000;60.000;5.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;60.000;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;4650.00;EUR;20160522;;;
FRA;2016;TCC6501;C120252;301;10000000;18.750;1.563;18.750;18.750;18.750;18.750;18.750;18.750;18.750;18.750;18.750;18.750;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;1453.13;EUR;20160522;;;
FRA;2016;TCC6500;C051694;700;10000000;56.460;4.705;56.460;56.460;56.460;56.460;56.460;56.460;56.460;56.460;56.460;56.460;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;4375.65;EUR;20160522;;;
FRA;2016;TCC6500;C110100;700;10000000;71.591;5.966;71.591;71.591;71.591;71.591;71.591;71.591;71.591;71.591;71.591;71.591;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;5548.33;EUR;20160522;;;
FRA;2016;TCC6500;C060060;700;10000000;10.580;0.882;10.580;10.580;10.580;10.580;10.580;10.580;10.580;10.580;10.580;10.580;819.95;819.95;819.95;819.95;819.95;819.95;819.95;819.95;819.95;819.95;819.95;819.95;EUR;20160522;;;
FRA;2016;TCC6500;C060062;700;10000000;3.527;0.294;3.527;3.527;3.527;3.527;3.527;3.527;3.527;3.527;3.527;3.527;273.32;273.32;273.32;273.32;273.32;273.32;273.32;273.32;273.32;273.32;273.32;273.32;EUR;20160522;;;
FRA;2016;TCC6500;C060560;700;10000000;2.821;0.235;2.821;2.821;2.821;2.821;2.821;2.821;2.821;2.821;2.821;2.821;218.65;218.65;218.65;218.65;218.65;218.65;218.65;218.65;218.65;218.65;218.65;218.65;EUR;20160522;;;
FRA;2016;TCC6500;C070373;700;10000000;9.875;0.823;9.875;9.875;9.875;9.875;9.875;9.875;9.875;9.875;9.875;9.875;765.29;765.29;765.29;765.29;765.29;765.29;765.29;765.29;765.29;765.29;765.29;765.29;EUR;20160522;;;
FRA;2016;TCC6500;C080610;700;10000000;17.633;1.469;17.633;17.633;17.633;17.633;17.633;17.633;17.633;17.633;17.633;17.633;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;1366.58;EUR;20160522;;;
